ticker,sbi_link,name,abstract,market,expense_ratio,factsheet_link,issuer,nisa_invest_flag
FIXD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FIXD,FT TCW オポチュニスティック債券 ETF,グローバル市場の公社債及び資産担保証券に機動的に投資を行い長期・安定収益を追及します。,NASDAQ,0.65%,https://www.firsttrust-teneo.jp/PDF/qreports/FIXD_Factsheet.pdf,ファーストトラスト,
FM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FM,iシェアーズ MSCIフロンティア セレクトETF,MSCI フロンティア 100 インデックスの価格および利回り実績と同等水準の投資成果をあげることを目指す。,NYSE Arca,0.80%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/fm-ishares-msci-frontier-and-select-em-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
FLOW,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FLOW,グローバルＸ 米国キャッシュフローキング ETF,米国株式市場全体と比較して高いフリー・キャッシュフロー利回りの米国企業へのエクスポージャーを提供します。,NYSE Arca,0.25%,https://www.firsttrust-teneo.jp/PDF/qreports/FLOW_JP_Factsheet.pdf,グローバルエックス・マネジメント,
FLRN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FLRN,SPDR ブルームバーグ投資適格変動金利ETF,Bloomberg U.S. Dollar Floating Rate Note ＜ 5 Years指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。,NYSE Arca,0.15%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-flrn.pdf,ステート・ストリート・グローバル・アドバイザーズ,×
FPE,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FPE,FT 優先証券＆インカム ETF,グローバル市場の優先証券、社債、ハイイールド債、転換証券等へアクティブに投資します。,NYSE Arca,0.85%,https://www.firsttrust-teneo.jp/PDF/qreports/FPE_Factsheet.pdf,ファーストトラスト,
FPX,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FPX,FT 米国株式 オポチュニティーズ ETF,U.S. IPOX-100指数に連動する投資成果を目指すETF,NYSE Arca,0.61%,https://www.firsttrust-teneo.jp/PDF/qreports/FPX_Factsheet.pdf,ファーストトラスト,〇
FPXI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FPXI,FT 国際株式 オポチュニティーズ ETF,米国以外のグローバル市場の、IPO後銘柄に投資します。,NASDAQ,0.70%,https://www.firsttrust-teneo.jp/PDF/qreports/FPXI_Factsheet.pdf,ファーストトラスト,〇
FSIG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_Arca&sw_param4=FSIG,FT 限定デュレーション投資適格社債A ETF,米国中短期社債にフォーカスするアクティブ運用米国債券ファンド。投資適格社債に投資しつつ柔軟な投資アプローチをとることにより、高利回りを獲得しつつ、金利リスクを抑えることを目指す。毎月分配型。,NYSE Arca,0.56%,https://www.firsttrust-teneo.jp/PDF/qreports/FSIG_Factsheet.pdf,ファーストトラスト,
FTCS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTCS,FT キャピタル ストレングス ETF,キャピタル・ストレングス指数への連動を目指す。2006年7月から運用開始。資本力が高い米国企業50社にイコールウェイトで投資する。,NASDAQ,0.55%,https://www.firsttrust-teneo.jp/PDF/qreports/FTCS_Factsheet.pdf,ファーストトラスト,〇
FTGC,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTGC,FT グローバル戦術 商品戦略ファンド ETF,"国内初のアクティブ運用型のコモディティ先物ETF。大豆、原油、小麦、生牛、金など、10〜35
種類のコモディティの先物からアクティブに選択、毎月、最適な資産配分にリバランスを行う。",NASDAQ,0.95%,https://www.firsttrust-teneo.jp/PDF/qreports/FTGC_Factsheet.pdf,ファーストトラスト,〇
FTHI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTHI,FT バイライトインカム ETF,インカム獲得を主な目的とし、値上がり益獲得を副次的目的とするアクティブ運用型のETF。幅広い米国株式に投資しつつ、S＆P500指数に対するコール・オプションの売りからオプションプレミアムを生み出すことにより、高い分配金とキャピタルの増価を目指す。,NASDAQ,0.75%,https://www.firsttrust-teneo.jp/PDF/qreports/FTHI_Factsheet.pdf,ファーストトラスト,
FTLS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTLS,FT ロングショート株式 ETF,北米で事業展開する企業の優先ローンに投資します。,NYSE Arca,1.41%,https://www.firsttrust-teneo.jp/PDF/qreports/FTLS_Factsheet.pdf,ファーストトラスト,〇
FTSL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTSL,FT シニアローン ファンド ETF,米国上場グローバル株式、ETF、株価指数先物を対象にロング／ショートのポートフォリオを構築し、長期収益の獲得を目指します。,NASDAQ,0.86%,https://www.firsttrust-teneo.jp/PDF/qreports/FTSL_Factsheet.pdf,ファーストトラスト,
FTSM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTSM,FT エンハンスト ショートマチュリティ ETF,一般的な米ドルMMFよりも高い柔軟性で、超短期債券ファンドより低リスク運用を狙うアクティブ運用ファンド。毎月分配型。,NASDAQ,0.45%,https://www.firsttrust-teneo.jp/PDF/qreports/FTSM_Factsheet.pdf,ファーストトラスト,
FTXL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FTXL,FT ナスダック 半導体 ETF,米国上場半導体関連30銘柄を選定し、変動性、バリュー、グロースの観点でスコアリングに基づき組入れ比率を決め投資します。,NASDAQ,0.60%,https://www.firsttrust-teneo.jp/PDF/qreports/FTXL_Factsheet.pdf,ファーストトラスト,〇
FVD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FVD,FT バリューライン 配当指数ファンド ETF,スタンダード&プアーズ500総合株価指数の想定配当利回りと比較して、平均配当利回りを上回る水準の企業で構成されるバリュー・ライン配当指数に連動する投資成果を目指すETF,NYSE Arca,0.65%,https://www.firsttrust-teneo.jp/PDF/qreports/FVD_Factsheet.pdf,ファーストトラスト,〇
FXH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FXH,FT ヘルスケア AlphaDEXファンド ETF,米国上場大型ヘルスケア関連銘柄を対象にグロースとバリューの観点で選別し投資します。,NYSE Arca,0.62%,https://www.firsttrust-teneo.jp/PDF/qreports/FXH_Factsheet.pdf,ファーストトラスト,〇
FXI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FXI,iシェアーズ 中国大型株 ETF,FTSE 中国 25 インデックスによって測定される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NYSE Arca,0.74%,http://jp.ishares.com/documents/ja/factsheet-ja/us/fxi-ishares-ftse-china-25-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
FXL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FXL,FT テクノロジー AlphaDEXファンド ETF,米国上場大型テクノロジー関連銘柄を対象にグロースとバリューの観点で選別し投資します。,NYSE Arca,0.62%,https://www.firsttrust-teneo.jp/PDF/qreports/FXL_Factsheet.pdf,ファーストトラスト,〇
FXN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FXN,FT エネルギー AlphaDEXファンド ETF,"米国のエネルギーセクターへの投資を行う株式ETF。Russell1,000の構成銘柄からグロース要因とバリュー要因で順位付けした上位銘柄のみで構成する、AlphaDEXルールに基づくストラタクワント・エネルギー指数への連動を目指す。",NYSE Arca,0.62%,https://www.firsttrust-teneo.jp/PDF/qreports/FXN_Factsheet.pdf,ファーストトラスト,〇
FXZ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=FXZ,FT マテリアルズ AlphaDEXファンド ETF,"米国の素材（Materials）セクターへの投資を行う株式ETF。Russell1,000の構成銘柄からグロース要因とバリュー要因で順位付けした上位銘柄のみで構成する、AlphaDEXルールに基づくストラタクワント・マテリアルズ指数への連動を目指す。",NYSE Arca,0.62%,https://www.firsttrust-teneo.jp/PDF/qreports/FXZ_Factsheet.pdf,ファーストトラスト,〇
GAL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GAL,SPDR SSGA グローバル アロケーション ETF,株式、債券、REIT、コモディティ、物価連動債など様々な資産へ投資する。,NYSE Arca,0.35%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-gal.pdf,SSGA ファンズ・マネジメント・インク,〇
GDX,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GDX,ヴァンエック ベクトル 金鉱株ETF,"金鉱株ETFは、NYSE
Arca金鉱株インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは主に金鉱に関連する世界中の上場企業の銘柄で構成され、中小型株から大型株まで幅広く網羅しています。",NYSE Arca,0.51%,https://www.vaneck.com/ucits/library/fact-sheets/gdx-fact-sheet.pdf,ヴァン・エック・グローバル,〇
GDXJ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GDXJ,ヴァンエック ベクトル ジュニア金鉱株 ETF,中小型金鉱株ETFは、ヴァンエック・ベクトル中小型金鉱株インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは、売上高の50%以上が金鉱や銀鉱事業からのものであるか、開発後の金鉱または銀鉱の収入が企業全体の収入の50%以上となりうる不動産を有するか、あるいは主に金または銀に投資する、世界の上場企業の中小型株へのエクスポージャーを提供します。,NYSE Arca,0.52%,https://www.vaneck.com/ucits/library/fact-sheets/gdxj-fact-sheet.pdf,ヴァン・エック・グローバル,〇
GGLL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GGLL,Direxion デイリー GOOGL株 ブル 1.5倍ETF,アルファベット・クラスA普通株式の日々のパフォーマンスの150％の日々の投資成果を追求する。,NASDAQ,1.06%,https://www.direxion.com/uploads/GGLL-GGLS-Fast-Sheet.pdf,Direxion Investments,
GGLS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GGLS,Direxion デイリー GOOGL株 ベア 1倍ETF,アルファベット・クラスA普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。,NASDAQ,1.06%,https://www.direxion.com/uploads/GGLL-GGLS-Fast-Sheet.pdf,Direxion Investments,
GINN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GINN,GS イノベーション ETF,the Solactive Innovative Global Equity Indexに連動した成果を目指す。,NYSE Arca,0.50%,https://www.gsam.com/content/dam/gsam/pdfs/us/en/fund-literature/monthly-fact-card/GINN_fc.pdf,ゴールドマン・サックス・アセット・マネジメント,〇
GLCN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GLCN,ヴァンエック・ベクトル・中国成長リーダーETF,マーケットグレーダー中国オール・キャップ・グロース・リーダーズ・インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。,NYSE Arca,0.60%,https://www.vaneck.com/us/en/investments/china-growth-leaders-etf-glcn-fact-sheet.pdf,ヴァン・エック・グローバル,
GLD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GLD,SPDR ゴールド シェア,"SPDRゴールドETF（金現物拠出型上場外国信託）は信託の割合的な未分割の受益権であり、主な資産は金に配分（または金で確保）されています。SPDRゴールドETF（金現物拠出型上場外国信託）の価値は、信託が保有する金の価値（ロンドン午後金値決め［London
PM Fix］）に直接連動します。",NYSE Arca,0.40%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-gld.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
GLDM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GLDM,SPDR ゴールド ミニシェアーズ トラスト,LBMA Gold Price PMに連動した成果を目指す。,NYSE Arca,0.10%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-gldm.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
GLIN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GLIN,ヴァンエック・ベクトル・インド成長リーダーETF,マーケットグレーダー・インド・オール・キャップ・グロース・リーダーズ・インデックスの価格と利回り（手数料や経費控除前）に連動するパフォーマンスを目指します。,NYSE Arca,0.80%,https://www.vaneck.com/us/en/investments/india-growth-leaders-etf-glin-fact-sheet.pdf,ヴァン・エック・グローバル,〇
GMF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GMF,SPDR S&P アジア パシフィック新興国株式ETF,S&P アジア・パシフィック・エマージング BMI 指数のトータルリターンに、経費控除前で、連動する投資成果を上げることを目標とします。,NYSE Arca,0.49%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-gmf.pdf,SSGA ファンズ・マネジメント・インク,〇
GNOM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GNOM,グローバルX ゲノム&バイオテクノロジー ETF,ソラクティブ・ ゲノミクス・インデックスに連動する投資成果を目指します。,NASDAQ,0.50%,https://globalxetfs.co.jp/content/files/GNOM-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
GRID,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GRID,FT NDAQ スマートグリッドインフラ指数 ETF,グローバルの次世代送電線網関連銘柄に投資します。,NASDAQ,0.57%,https://www.firsttrust-teneo.jp/PDF/qreports/GRID_Factsheet.pdf,ファーストトラスト,〇
GUSH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GUSH,Direxion デイリー S&P 石油・ガス探鉱・生産 ブル2 倍 ETF,S&P Oil & Gas Exploration & Production Select Industry Indexに連動した成果を目指す。,NYSE Arca,1.01%,https://www.direxion.com/uploads/GUSH-DRIP-Fact-Sheet.pdf,Direxion Investments,
GXTG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=GXTG,グローバルX マルチテーマ成長株 ETF,ソラクティブ・セマティック・グロース・インデックスに連動する投資成果を目指します。,NASDAQ,0.50%,https://globalxetfs.co.jp/content/files/GXTG-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
HACK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HACK,ピュアファンズISEサイバー セキュリティETF,ISEサイバー・セキュリティ指数に連動する投資成果を目指す。,NYSE Arca,0.60%,http://jp.ishares.com/documents/ja/factsheet-ja/us/gsg-ishares-sp-gscir-commodity-indexed-trust.pdf,ファクター・アドバイザーズ,〇
HAIL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HAIL,SPDR S&P Kensho スマート モビリティ ETF,自律走行車やコネクテッド車技術、商用・民生用ドローン技術、高度輸送追跡・輸送最適化システムなど、スマート輸送のイノベーションを推進する製品やサービスを持つ企業をとらえるよう設計された指数との連動を目指します。,NYSE Arca,0.45%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-hail.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
HDV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HDV,iシェアーズ・コア 米国高配当株 ETF,米モーニングスター社が開発・算出する「モーニングスター配当フォーカス指数」を連動対象とし、米国市場に上場する高配当株に投資します。,NYSE Arca,0.08%,http://jp.ishares.com/documents/ja/factsheet-ja/us/hdv-ishares-high-dividend-etf.pdf,ブラックロック･ファンド・アドバイザーズ,〇
HEDJ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HEDJ,ウィズダムツリー欧州株米ドルヘッジ付 ファンド,ウィズダムツリー ヨーロッパ ヘッジド エクイティ インデックスに連動した成果を目指す。,NYSE Arca,0.58%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/international-equity/wisdomtree-factsheet-hedj-1056.pdf,ウィズダムツリー・アセット・マネジメント,〇
HERO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HERO,グローバルX ヒーローズ（ゲーム&eスポーツ）ETF,ソラクティブ・ビデオゲーム・アンド・E スポーツ・インデックスに連動する投資成果を目指します。,NASDAQ,0.50%,https://globalxetfs.co.jp/content/files/HERO-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
HEWG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HEWG,iシェアーズ 米ドルヘッジ MSCI ドイツ ETF,"iシェアーズ 米ドルヘッジ MSCI ドイツ
ETFは大型および中型のドイツ株式で構成された指数と同等の投資成果をあげることを目指すと同時に、ユーロと米ドル間の為替変動の影響を軽減することを目指します。",NASDAQ,0.53%,http://www.blackrock.com/jp/literature/fact-sheet/hewg-ishares-currency-hedged-msci-germany-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
HEWJ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HEWJ,iシェアーズ 米ドルヘッジ MSCI ジャパン ETF,"iシェアーズ 米ドルヘッジ MSCI ジャパン
ETFは大型および中型の日本株式で構成された指数と同等の投資成果をあげることを目指すと同時に、日本円と米ドル間の為替変動の影響を軽減することを目指します。",NYSE Arca,0.50%,http://www.blackrock.com/jp/literature/fact-sheet/hewj-ishares-currency-hedged-msci-japan-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
HEZU,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HEZU,iシェアーズ 米ドルヘッジ MSCI ユーロゾーン ETF,"iシェアーズ 米ドルヘッジ
MSCIユーロゾーンETFはユーロを基準通貨とする先進国の大型および中型の株式で構成される指数と同等の投資成果を目指すと同時に、ユーロと米ドル間の為替変動の影響を軽減することを目指します。",NYSE Arca,0.53%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/hezu-ishares-currency-hedged-msci-eurozone-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
HYDR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HYDR,グローバルＸ 水素テック ETF,ソラクティブ・グローバル・ハイドロゲン・インデックスに連動する運用実績を目指す。同指数は、水素技術のさらなる進歩から利益を得ることができる企業で構成される。,NASDAQ,0.50%,https://www.globalxetfs.com/content/files/HYDR-factsheet.pdf,グローバルエックス・マネジメント,〇
HYEM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HYEM,ヴァンエック ベクトル　新興国ハイイールド債ETF,"BofA Merrill
LynchハイイールドUSエマージング・マーケッツ・リキッド・コーポレート・プラス・インデックスの価格と利回り（手数料と経費控除前）にできるだけ連動する運用実績を目指します。",NYSE Arca,0.40%,https://www.vaneck.com/us/en/investments/emerging-markets-high-yield-bond-etf-hyem-fact-sheet.pdf,ヴァン・エック・グローバル,
HYG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,"インターナショナル・インデックス・カンパニー・リミテッドが作成する社債市場インデックスであるiBoxx
米ドル建てリキッド・ハイイールド・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.48%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/hyg-ishares-iboxx-high-yield-corporate-bond-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,
HYLS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HYLS,FT タクティカル ハイイールド ETF,インカムゲインおよびキャピタルゲインの提供を目的とするETF,NASDAQ,1.27%,https://www.firsttrust-teneo.jp/PDF/qreports/HYLS_Factsheet.pdf,ファーストトラスト,
